,title,artist,copyright,audio_path,sampling_rate,genre,original_signal,emphasis_signal,framed_windowed_signal,fft_signal,mel_signal,dct_signal,final_features
0,Sergeeva_-_I_like_espresso,Sergeeva,"Song: I like espresso [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Play: http://jamen.do/t/2194968",audio/pop/Sergeeva_-_I_like_espresso.mp3,22050,pop,"[-0.00072032 -0.00128028 -0.00178668 ... -0.0010021  -0.00111891
 -0.00078622]","[-7.2032213e-04 -5.8157108e-04 -5.4480392e-04 ...  5.4639066e-05
 -1.4687388e-04  2.9912242e-04]","[[-5.76257706e-05 -4.65431268e-05 -4.36496637e-05 ... -1.43253636e-04
  -3.92299758e-04 -8.92872868e-04]
 [-2.19423175e-04 -2.80037256e-04  2.58357493e-04 ...  7.25513981e-04
  -1.83586061e-04 -3.80076432e-04]
 [ 9.80969369e-04  5.22439001e-04 -1.82400588e-04 ...  2.63894995e-04
  -4.19514629e-04 -1.14958610e-03]
 ...
 [-3.60213220e-06 -2.01017485e-06 -2.34976168e-06 ... -3.63900399e-06
  -4.17809572e-06 -3.43377365e-07]
 [-3.08545306e-06 -3.24263674e-06 -1.40633506e-06 ... -1.30207098e-06
  -3.59569681e-06 -2.39597659e-06]
 [-4.47146595e-07 -3.85965496e-06 -3.07200331e-06 ... -1.13834170e-06
  -4.29494266e-06 -2.35172842e-06]]","[[5.26721302e-08 8.50045439e-08 3.70374908e-08 ... 1.28260385e-10
  1.49775534e-10 1.46796946e-10]
 [4.66479147e-09 9.04803691e-08 1.68444301e-07 ... 1.63928200e-09
  1.56614450e-09 1.58440550e-09]
 [9.39113193e-09 6.56189550e-09 2.10885138e-08 ... 6.60029128e-11
  2.04126304e-11 9.29390505e-12]
 ...
 [1.70473421e-07 2.53418374e-08 9.30702197e-11 ... 2.42150250e-14
  2.41246779e-14 2.44016281e-14]
 [1.68533131e-07 2.43106636e-08 1.06198513e-10 ... 6.17824684e-15
  5.74707507e-15 5.90636176e-15]
 [1.70764720e-07 2.58444189e-08 6.87610368e-11 ... 3.51471656e-14
  3.32231988e-14 3.34513583e-14]]","[[-141.41115717 -148.62716887  -91.34466598 ...  -67.9236428
   -77.46166224  -83.65812725]
 [-140.86891273 -135.47087354  -89.77501374 ...  -65.61896299
   -77.75724273  -79.09091888]
 [-163.6594138  -153.5190805   -89.22808364 ...  -70.74287726
   -74.80466128  -76.92486383]
 ...
 [-151.92323801 -200.62378522 -226.57465941 ... -181.61468101
  -180.21239615 -176.67536133]
 [-152.28406371 -199.47763128 -219.74061703 ... -177.32108439
  -173.50805036 -178.97346842]
 [-151.75266456 -203.25315167 -220.27103244 ... -174.22374359
  -175.50139738 -183.44498873]]","[[ -43.96473368  -27.06237825 -101.71746407 ... -334.25610643
  -133.81698739  -47.78874769]
 [ -36.7206757    -8.89572979  -98.65696211 ... -227.38098849
  -188.92227615  -92.18176466]
 [ -47.59658897  -41.44127314 -144.35198423 ... -261.963782
  -269.01577004 -141.32118274]
 ...
 [-105.49155461   66.01487229   99.31130263 ...  125.59949328
   167.35353485  121.67422917]
 [-104.37640752   99.89215932  127.16406129 ...  121.25326703
   294.91026213  142.40668094]
 [-110.6253708   110.87682279  141.21415661 ...   92.37839058
   291.03898391  117.79859035]]","[  32.62280085  -43.00445602   36.54668513  -97.50791494   53.45212911
  -64.59600883   -0.78563951 -123.92978984  -44.87021859 -105.09161508
  -49.69512354  -23.52730996]"
1,J.O.R.B.I_-_Fill_Up,J.O.R.B.I,"Song: Fill Up [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Play: http://jamen.do/t/2219242",audio/pop/J.O.R.B.I_-_Fill_Up.mp3,22050,pop,"[-6.73262402e-05 -1.18054915e-04 -1.13226008e-04 ... -4.09835302e-05
 -4.97733490e-05 -5.02526673e-05]","[-6.7326240e-05 -5.2748459e-05  1.2872624e-06 ...  1.8604769e-06
 -1.0019325e-05 -1.9725157e-06]","[[-5.38609922e-06 -4.22145860e-06  1.03135404e-07 ...  9.84696499e-05
   7.74369832e-05  4.48716840e-05]
 [ 3.36878747e-05  2.13989336e-05  9.82384425e-06 ...  5.90056946e-05
   5.57803553e-05  5.21673191e-05]
 [ 7.48140551e-05  6.26974615e-05  3.14549784e-05 ...  7.49551124e-05
   5.68310552e-05  3.98873197e-05]
 ...
 [ 1.03288796e-06 -1.12530976e-06  3.81148042e-07 ...  2.23079695e-06
  -8.25346812e-07 -2.44395829e-07]
 [-7.97716348e-07 -9.11048849e-07 -1.01610467e-06 ...  6.03922907e-07
  -2.07485376e-07  9.69763806e-07]
 [ 1.17288902e-06 -3.69620073e-07  1.25356647e-06 ... -1.25218216e-06
   7.28433407e-07 -2.88298130e-07]]","[[1.42462463e-08 1.69943497e-07 2.43046343e-06 ... 4.47583643e-12
  4.39051843e-12 4.38309442e-12]
 [3.12170977e-11 2.89081567e-08 1.23266712e-06 ... 6.59402975e-12
  6.66500610e-12 6.64710081e-12]
 [2.98902191e-09 1.96814158e-08 9.70160594e-07 ... 8.89417893e-16
  2.01648623e-16 1.63752479e-16]
 ...
 [1.98383043e-10 6.47222055e-10 2.91184468e-10 ... 5.18582987e-15
  3.93040283e-15 4.10197590e-15]
 [1.09807850e-12 3.34898201e-10 1.87575458e-10 ... 1.84410296e-14
  1.66526559e-14 1.70148398e-14]
 [1.01208652e-12 4.36520016e-10 2.71376532e-10 ... 5.15309915e-16
  4.48425559e-16 2.77905248e-16]]","[[-135.39390897 -112.28621817 -112.9038356  ... -164.45268636
  -163.6588377  -166.91924938]
 [-150.77959199 -118.1830838  -118.89352595 ... -168.78578519
  -171.25316954 -169.38944517]
 [-154.11887327 -120.26312739 -118.02862182 ... -167.4212887
  -168.90662038 -168.74809181]
 ...
 [-183.77893384 -190.7166359  -216.62673165 ... -173.94244706
  -170.31052316 -175.26602094]
 [-189.50174372 -194.53647967 -206.26180834 ... -174.41935808
  -171.25858728 -173.44978583]
 [-187.19991674 -191.32855425 -208.40612616 ... -173.64162396
  -173.52977773 -173.95828166]]","[[ 142.97200605 -101.32771663  -92.57827823 ... -149.40129225
   -93.6877554   -60.30864271]
 [ 137.78458281 -107.13770914 -118.36850445 ...  -69.74620479
   -79.02222753 -145.42267385]
 [ 138.01320799 -127.97377722 -124.49343278 ... -144.07197883
  -144.77265779 -105.47528051]
 ...
 [ -15.57292733  195.81683079 -155.98552301 ...   61.9511296
   155.3235163   234.55302574]
 [ -19.1094625   163.47348346 -155.53483462 ...  -83.9509011
    61.8686115    91.87141108]
 [ -19.99337177  163.75726629  -81.82625551 ...   46.25165173
   105.88353184  127.88746145]]","[-19.39582886 -48.47018232 -32.60387138 -98.80661481 -11.3245794
  18.11887021 -24.66330633 -36.60101644  15.88272561 -44.79542779
 -32.29564847 -74.30933223]"
2,Killing_Smile_-_You_showed_me_love,Killing Smile,"Song: You showed me love [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Play: http://jamen.do/t/2171599",audio/pop/Killing_Smile_-_You_showed_me_love.mp3,22050,pop,"[-2.4331063e-02 -2.5209928e-02 -1.5442415e-02 ...  4.2008523e-06
  2.6303023e-06  2.3417615e-06]","[-2.4331063e-02 -1.6087964e-03  9.0112155e-03 ...  2.1670514e-06
 -1.4445245e-06 -2.0963193e-07]","[[-1.94648504e-03 -1.28751960e-04  7.21978158e-04 ... -1.09170848e-03
   5.80995885e-04  2.69376927e-03]
 [ 1.05776638e-04  2.62332252e-04 -1.18968309e-06 ... -4.16276042e-03
  -2.49506677e-03  9.03559635e-04]
 [ 4.51165438e-04  4.86050290e-04 -7.88675850e-05 ... -6.44967988e-03
  -7.25807139e-03 -8.33110122e-03]
 ...
 [ 6.36086799e-06  3.68887954e-06  2.83435583e-06 ...  1.48989265e-06
   1.93347481e-06  2.09154223e-06]
 [ 2.85797752e-06  2.24235209e-06  5.66831526e-06 ... -1.30034273e-06
  -1.18673835e-06 -9.30512588e-07]
 [ 3.59843951e-06  1.44979761e-06  5.62038167e-06 ...  5.05816959e-07
  -1.71275313e-06  1.82115985e-06]]","[[8.57218816e-08 5.02687804e-07 6.06368144e-06 ... 1.63131949e-09
  1.60542774e-09 1.60250424e-09]
 [3.21819708e-07 5.78116062e-07 5.32265959e-06 ... 2.20830987e-08
  2.20535223e-08 2.20508860e-08]
 [7.09775631e-07 1.72444316e-06 1.09648385e-04 ... 2.12384546e-09
  2.12867057e-09 2.12238504e-09]
 ...
 [1.26031280e-12 6.77276332e-10 5.34588767e-09 ... 2.40720686e-13
  2.35449046e-13 2.34597476e-13]
 [9.17875701e-14 3.80386975e-10 3.00766915e-09 ... 1.05349159e-14
  1.06151767e-14 1.04839451e-14]
 [8.39418028e-13 1.70555798e-10 1.47969732e-09 ... 8.80731563e-15
  1.01447123e-14 1.00415862e-14]]","[[-125.97403303 -104.34527246 -102.29989382 ... -109.00009725
  -109.66265795 -109.31733872]
 [-124.75969929 -105.47742616  -87.45210064 ... -105.79133762
  -111.30295462 -109.41986484]
 [-115.26702234  -79.19995518  -67.79468842 ... -101.02767504
  -104.86984752 -107.99873119]
 ...
 [-183.38468202 -165.43960342 -154.43260555 ... -174.63556016
  -174.61649844 -171.9325128 ]
 [-188.39548726 -170.43539878 -159.27632179 ... -172.30860809
  -174.40287425 -166.69995372]
 [-195.36267025 -176.59654227 -167.19859793 ... -175.86773675
  -173.22244394 -175.61375474]]","[[ -13.50981399 -173.10083414   69.50367925 ...  -84.41370837
   -40.39131201 -124.78079515]
 [  20.24034485 -269.77313947   65.78962633 ... -121.1766896
  -134.32436663   54.92064217]
 [  34.85987636 -270.6991037   114.19970334 ... -203.8371079
  -200.07001663   97.15322778]
 ...
 [  31.88449208  -43.59518986  -38.78546325 ... -203.8137697
   -39.65247637  -20.39102675]
 [  20.65912182  -32.20173781  -80.77679214 ... -124.97133646
    36.35368062  -45.77160728]
 [  11.73347676   -4.8922822  -100.24008716 ... -209.62470184
    57.03850069  -37.01652241]]","[  13.32624919 -206.76372516  -20.19187947 -143.7136534   -77.08763238
 -121.86701716  -29.74137753 -102.62764992 -202.45303176 -179.16857446
 -148.65608584 -132.04358993]"
3,Ed_Napoli_-_Lost_and_Wandering,Ed Napoli,"Song: Lost and Wandering [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Play: http://jamen.do/t/2206451",audio/pop/Ed_Napoli_-_Lost_and_Wandering.mp3,22050,pop,"[ 1.1175871e-08  4.0978193e-08  4.4703484e-08 ... -2.7864894e-07
  1.3458896e-07  7.4856797e-07]","[ 1.1175871e-08  3.0137599e-08  4.9546358e-09 ... -7.0330157e-07
  4.0487845e-07  6.1801666e-07]","[[ 8.94069672e-10  2.41191172e-09  3.96965185e-10 ...  2.27391678e-07
   2.12234187e-05  1.11785123e-05]
 [ 5.30928332e-09 -9.42106371e-10 -5.15756321e-09 ...  1.45354925e-03
   1.82486904e-03  1.94349908e-03]
 [-1.34453148e-08  4.56832204e-08 -6.29592796e-08 ... -4.13513917e-03
  -3.64865264e-03 -3.13418579e-03]
 ...
 [-1.47102482e-05  1.13198600e-05 -6.78461785e-06 ...  1.33762652e-06
  -2.65661783e-06 -1.70014300e-07]
 [ 1.35733630e-05  6.78150549e-06 -1.23269496e-05 ... -1.22283729e-07
  -1.20711722e-06  1.46381232e-06]
 [-2.11096514e-06  1.12377238e-05 -1.16468167e-05 ... -1.15323084e-09
   1.83473840e-09 -2.70519462e-08]]","[[4.22618959e-15 3.94741824e-15 4.46697896e-15 ... 6.28806143e-14
  6.50616069e-14 2.96131226e-14]
 [3.70495613e-06 4.00487896e-06 4.87874096e-06 ... 5.39541376e-08
  5.29623272e-08 5.26370843e-08]
 [5.90946988e-05 4.54069938e-05 2.36610131e-04 ... 3.60791160e-09
  3.37246706e-09 3.40707001e-09]
 ...
 [5.93623389e-13 2.30695726e-13 3.80411089e-13 ... 2.12949146e-13
  8.20413042e-14 9.64833042e-14]
 [1.13178228e-13 1.09889735e-13 1.52357343e-12 ... 1.51731726e-12
  1.29563993e-12 1.29939099e-12]
 [5.62971038e-15 3.71680159e-14 9.78552847e-14 ... 2.07055646e-15
  8.93046616e-16 7.47562211e-16]]","[[-288.07373713 -286.99972186 -282.9388169  ... -203.17160403
  -211.12199802 -228.11905011]
 [-107.94821211 -106.23384481  -99.17684887 ...  -96.92899013
   -98.24436529 -101.73498301]
 [ -86.85754499  -72.51933329  -38.32388664 ...  -66.80681717
   -68.29799691  -70.13189001]
 ...
 [-252.73920901 -248.39493663 -227.90165667 ... -136.30403892
  -131.44378339 -134.91462653]
 [-259.18085745 -236.3427322  -231.76651492 ... -141.63682716
  -142.37428538 -142.21309639]
 [-268.59661243 -260.18831431 -274.9224939  ... -166.35035285
  -166.96899581 -171.05446428]]","[[-118.07444822 -120.91494038 -162.17371952 ...  -46.91846548
   206.4613502   -43.79707036]
 [  36.30898155 -177.5498926  -204.56298941 ...    5.3485324
   -52.57170903    1.70201623]
 [  56.03970965 -103.92300326 -124.18962932 ... -148.65553246
  -186.93007955 -134.20686237]
 ...
 [-216.73502147  -97.95725308  -68.7184256  ... -138.48352388
   -28.57669719  -88.20583619]
 [-208.16687701  -82.65000426  -51.57201378 ...  -54.7335046
    -1.74018276  -61.91953716]
 [-191.70302348  -46.2389134   -32.33105687 ...  -16.1660564
   158.41794313  112.30412792]]","[-16.11439245  20.19201198  -9.07347746   3.00091408  -3.91680821
 -26.61202816  40.44202568 -22.9804971   40.3299155    4.40103834
  42.78509304 -27.6899754 ]"
4,Ed_Napoli_-_Dance_night,Timeless Echoes,"Song: Timeless Echoes ft Lenny & Sophie - Dance all night [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Play: http://jamen.do/t/2215786",audio/pop/Ed_Napoli_-_Dance_night.mp3,22050,pop,"[-2.2992026e-08 -4.7351932e-08 -2.9147486e-08 ...  2.8764197e-07
  3.2684838e-07  7.0585293e-07]","[-2.2992026e-08 -2.5049665e-08  1.6783890e-08 ...  6.6352300e-07
  4.7835670e-08  3.8880998e-07]","[[-1.83936208e-09 -2.00472445e-09  1.34472445e-09 ...  1.68558540e-05
   9.55685685e-06 -4.23051084e-06]
 [-3.70338421e-08 -4.71685362e-08 -3.33552976e-08 ... -2.77021331e-06
   1.40175136e-05  1.94398025e-05]
 [-1.91173312e-06 -1.02698826e-06 -2.36688232e-07 ... -6.37344263e-06
  -9.71765534e-06 -1.53066312e-05]
 ...
 [ 5.74796422e-08  5.04459916e-08 -2.12056908e-07 ... -4.20618752e-08
  -1.88803842e-09 -5.79297441e-08]
 [-8.44800434e-08  1.16725953e-07 -1.34804311e-09 ...  3.77893577e-08
  -1.01962793e-08 -7.37893523e-09]
 [ 7.13103218e-07  1.77813677e-06 -2.48900329e-07 ...  1.23998890e-08
   7.37573235e-10 -1.43346044e-08]]","[[9.24658497e-12 1.06028344e-11 1.49116117e-11 ... 6.64325819e-15
  6.15621844e-15 5.93849002e-15]
 [3.02427830e-11 3.23047411e-13 7.68086140e-11 ... 1.34952689e-13
  1.21165792e-13 1.21310121e-13]
 [6.35927613e-11 1.66865588e-11 6.80902596e-12 ... 2.78267104e-13
  2.67930362e-13 2.70853211e-13]
 ...
 [2.75264430e-13 1.20812466e-14 6.94335493e-14 ... 3.30158465e-17
  2.17202998e-17 2.13728916e-17]
 [6.94537842e-14 1.02005199e-13 7.31786200e-14 ... 7.87357483e-16
  7.31206651e-16 7.24683362e-16]
 [5.03593112e-14 1.55624003e-13 6.53330793e-14 ... 3.53393239e-15
  3.59485188e-15 3.59165565e-15]]","[[-219.49156047 -216.52950827 -210.80764161 ... -203.53837814
  -199.08271889 -194.4827468 ]
 [-249.8146747  -202.29180143 -166.90431525 ... -170.09802723
  -167.38206024 -164.81698707]
 [-215.55266433 -223.3383002  -164.04260851 ... -166.99839086
  -160.8242192  -149.65054567]
 ...
 [-278.35776503 -263.16861267 -254.7042399  ... -199.91410273
  -201.39970924 -205.77272233]
 [-259.82755384 -262.7123157  -259.56916327 ... -203.12475889
  -204.03825788 -211.24204874]
 [-256.15846833 -263.69733744 -246.45123343 ... -203.98963611
  -208.98570895 -221.26547605]]","[[  28.53404074  -98.93317312 -291.22366343 ...   27.62560779
   105.8498607   -50.47400064]
 [  39.38950452 -192.0682369  -318.21728232 ... -367.32281953
   -11.49828144  -88.12293542]
 [  37.24852348 -257.87757399 -236.83697359 ... -309.06994365
    20.11384666   10.94827073]
 ...
 [ -99.37083148 -150.20261306 -115.8270948  ...  -58.26141205
    23.31839524 -100.21189013]
 [ -76.21462848 -109.33584457 -153.94592532 ...   26.58140914
   -10.37711801  -74.11390705]
 [ -66.95154232  -99.37213578 -121.95535773 ... -134.9091852
   126.44133469 -123.03128958]]","[-67.46998338 -83.86639235  87.48043133 125.19684949 -65.51335641
  43.58877669  63.3122548  121.11255328  34.02048312  29.25732216
  89.08515493  40.3320801 ]"
5,BoDleasons_-_Good_as_Well_(Medium_Version),BoDleasons,"Song: Good as Well (Medium Version) [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Play: http://jamen.do/t/2185790",audio/pop/BoDleasons_-_Good_as_Well_(Medium_Version).mp3,22050,pop,"[-1.9083396e-03 -3.0976310e-03 -1.1007264e-03 ... -1.8173982e-05
  1.2752960e-05  1.7440383e-05]","[-1.9083396e-03 -1.2465416e-03  1.9039758e-03 ...  3.1827927e-05
  3.0381723e-05  5.0700110e-06]","[[-1.52667165e-04 -9.97607124e-05  1.52546454e-04 ... -1.73654243e-03
   1.11794348e-06  2.86906110e-03]
 [ 2.46896982e-03  1.92535068e-03  2.26278526e-04 ... -1.64943542e-03
  -5.19925665e-03 -4.45575872e-03]
 [-7.28848577e-04 -1.22068609e-03 -8.85985752e-04 ... -2.70947184e-03
  -2.66993054e-03 -2.78810954e-03]
 ...
 [-4.78504633e-06 -6.09637975e-06 -2.26827993e-06 ...  1.19734797e-06
   3.86535497e-06  3.14993247e-06]
 [ 4.06888081e-06  1.13147160e-06 -2.40886925e-07 ... -1.46270941e-06
  -2.67662038e-06 -1.41879084e-06]
 [-1.44924503e-06 -1.66018000e-06 -2.69184920e-06 ... -1.78007632e-06
   3.17013946e-07  4.84165641e-07]]","[[4.07135284e-06 2.44780891e-06 7.64297417e-07 ... 1.59853407e-09
  1.48283201e-09 1.44161025e-09]
 [2.04093625e-07 8.46849360e-06 3.93087175e-05 ... 1.10872946e-07
  1.10503364e-07 1.10554618e-07]
 [5.69665694e-06 5.04257391e-06 2.64652755e-05 ... 2.17973689e-08
  2.34355158e-08 2.32590418e-08]
 ...
 [1.63404653e-12 1.44331151e-12 2.02739389e-12 ... 2.47563009e-16
  1.90921287e-16 1.01580377e-16]
 [4.45231253e-14 1.11779926e-13 1.35965201e-13 ... 5.17278323e-15
  5.04421659e-15 4.85150082e-15]
 [1.86720732e-13 4.03009495e-13 7.71179408e-14 ... 5.13585841e-15
  5.06859559e-15 4.86527011e-15]]","[[-112.22444977 -122.33475216  -94.7278769  ...  -63.42964588
   -74.56409076  -78.72797973]
 [-101.44387673  -88.11022251  -91.08812752 ...  -59.00606607
   -65.28347486  -70.71461277]
 [-105.94695456  -91.54647161 -100.07190067 ...  -54.83290569
   -60.92339277  -65.15172508]
 ...
 [-236.81279848 -233.86123735 -233.02231983 ... -173.66088826
  -171.44462039 -176.91403179]
 [-259.03272363 -257.33144461 -255.63004282 ... -173.72922177
  -174.5380428  -177.93562541]
 [-247.89369444 -262.25689151 -246.24813592 ... -176.72458818
  -176.51331993 -180.21430056]]","[[ -30.92012304 -145.09020625   -8.36278488 ... -248.80796652
  -128.4200338   -28.39795847]
 [ -43.09854288 -114.98697753   52.37300196 ... -133.05629759
   -83.11331676  -89.05799343]
 [ -60.886228   -160.85568062   49.40064261 ...  -54.09964668
   -94.88219922 -115.02665704]
 ...
 [-125.26385537 -126.64588372   -9.05321531 ...  267.94680267
   204.43602278  -87.64009856]
 [-155.44634639 -218.4146052  -128.0705071  ...  316.20043959
   223.77494006 -118.68463084]
 [-146.89656382 -197.75577539  -74.83665086 ...  248.26283445
   129.23332977 -129.23095801]]","[ -59.80851687 -116.21670303  -52.73728804  -88.04742049  -19.12898448
  -22.54675908   11.66229151   -6.62504604   43.29038362   11.04326433
   18.21423877  -37.21222742]"
6,Z&amp;Z_-_poet_and_mice,Z&Z,"Song: poet and mice [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Play: http://jamen.do/t/2188227",audio/pop/Z&amp;Z_-_poet_and_mice.mp3,22050,pop,"[-2.2001339e-05  1.6573160e-05 -2.0971398e-05 ...  1.5365287e-04
  2.2977512e-04  1.2953469e-04]","[-2.2001339e-05  3.7914459e-05 -3.7047364e-05 ...  3.9937673e-05
  8.0731828e-05 -9.3347189e-05]","[[-1.76010712e-06  3.03429370e-06 -2.96823307e-06 ...  4.94438336e-06
  -2.15384414e-06 -3.63732479e-07]
 [ 1.52936584e-06 -4.85765061e-06  1.90339807e-06 ...  5.51920465e-06
  -3.01723796e-06 -3.35814266e-06]
 [ 6.93732989e-06 -8.14015766e-06  8.82495233e-06 ... -1.51897030e-05
  -6.74236834e-06 -8.52362199e-06]
 ...
 [ 1.24410889e-05 -7.92783667e-06  1.88102141e-06 ... -9.24960946e-07
   3.58440082e-06  1.59813605e-06]
 [ 2.55113409e-06  1.11898429e-07  1.98055885e-07 ... -8.73052922e-06
   4.28773699e-06  4.13010347e-07]
 [ 4.66819562e-06  4.31132415e-06 -3.44048911e-06 ... -2.68411885e-06
   4.80744155e-06  1.90449815e-06]]","[[5.95539025e-11 2.53625728e-11 3.63949379e-13 ... 2.15479337e-15
  1.75235685e-15 1.50988582e-15]
 [3.43958615e-10 6.81898540e-11 6.53961393e-11 ... 3.59205996e-13
  3.83563745e-13 3.80711686e-13]
 [3.70423091e-10 6.21345160e-11 4.05957407e-11 ... 1.56108099e-12
  1.47849869e-12 1.47819202e-12]
 ...
 [2.79149143e-10 3.69165552e-11 1.75990718e-11 ... 1.52388093e-13
  1.40463126e-13 1.42058673e-13]
 [3.49167520e-10 7.04005295e-11 4.27255197e-11 ... 1.90718316e-12
  1.73734720e-12 1.72579148e-12]
 [2.98385345e-10 1.77062188e-11 1.17804011e-10 ... 1.27312498e-14
  1.16901821e-14 1.00355741e-14]]","[[-211.91613386 -248.77918034 -201.96982697 ... -155.44627795
  -152.21499109 -155.50381216]
 [-203.32560479 -203.68895779 -196.26360411 ... -149.4649703
  -149.48737552 -147.10292459]
 [-204.13334161 -207.83039061 -193.28463219 ... -150.12911653
  -147.84142127 -153.25856332]
 ...
 [-208.65557663 -215.09020472 -204.89822231 ... -151.68102847
  -147.8153737  -152.26124985]
 [-203.04848149 -207.38625292 -189.34800787 ... -150.64614743
  -148.0442946  -151.8718628 ]
 [-215.03748345 -198.57679844 -204.5533843  ... -149.34536779
  -152.08456199 -149.64914244]]","[[ -95.61632181  -63.96809498 -153.07191143 ...  -21.0782187
  -142.47159128  -15.82603575]
 [ -63.63655146    8.10131517 -143.84813151 ...   75.51578748
    -8.44584869   66.6006053 ]
 [ -48.35116674   15.11029057 -172.5528401  ...    7.82668816
   -50.63044315   -7.12172119]
 ...
 [-114.35060075  -64.05194078  -38.32352129 ...  -46.33301865
  -220.29868915  -17.81733624]
 [-108.14336124  -23.02418197  -18.88499433 ... -136.33857718
  -233.31945741   23.24200844]
 [-106.15250807  -43.57644799  -83.67692956 ...  -45.4025194
    20.35716984   93.62160064]]","[  -6.21398244  -27.22507637  -76.63933896 -129.61772959    1.54224391
 -103.51695546  -50.60960204   41.31080321  -87.69214793    0.55702384
  -32.19257599  -78.8485184 ]"
7,WhiteCat_-_Epic_Leadership,WhiteCat,"Song: Epic Leadership [NCS Release]
Music provided by NoCopyrightSounds
Free Download/Play: http://jamen.do/t/2208459",audio/pop/WhiteCat_-_Epic_Leadership.mp3,22050,pop,"[-1.0051126e-05 -1.5476351e-05 -1.3806531e-05 ...  3.2112348e-07
  5.8406113e-07  5.5172586e-07]","[-1.0051126e-05 -5.7267589e-06  1.2055307e-06 ... -1.9528426e-07
  2.7257136e-07 -1.4813452e-08]","[[-8.04090087e-07 -4.58312452e-07  9.65870606e-08 ... -1.25256226e-08
   5.39827293e-09 -1.30846256e-09]
 [-4.83971962e-08 -1.81171567e-08 -5.74180361e-08 ... -2.52513812e-08
  -4.75563581e-08 -2.11907771e-08]
 [ 3.13268174e-09  1.16129374e-09 -1.75633448e-08 ... -5.36113368e-08
  -2.43670396e-08 -4.17659211e-08]
 ...
 [-1.77908601e-06 -1.00194711e-06 -1.77619021e-06 ... -1.07495690e-06
  -7.29337610e-07 -1.35842401e-08]
 [-1.78592745e-07 -3.60683886e-07 -1.20821447e-06 ...  9.54346280e-07
   3.24809896e-08 -1.35654706e-06]
 [ 3.17660306e-07  7.45108003e-07  4.05929257e-07 ... -1.42324641e-08
  -1.99882061e-08  9.07575322e-07]]","[[8.64865447e-12 1.04812467e-12 2.92558338e-15 ... 4.24102412e-17
  3.61859007e-17 3.40182937e-17]
 [8.15185637e-12 1.27547496e-12 1.04729689e-14 ... 4.31536627e-18
  3.67717238e-18 3.54604498e-18]
 [8.21737245e-12 1.26808123e-12 9.17238092e-15 ... 1.07633828e-19
  9.97633808e-20 8.97337871e-20]
 ...
 [2.95302970e-11 6.60430907e-11 1.48041733e-10 ... 4.68431674e-15
  4.22172683e-15 4.18625635e-15]
 [2.66811834e-11 2.42382457e-11 1.34380339e-10 ... 5.74960018e-16
  6.54214547e-16 6.48573135e-16]
 [3.45521066e-11 6.19434525e-13 4.72607139e-11 ... 3.71430045e-15
  3.18312566e-15 3.21250719e-15]]","[[-239.59174116 -290.67575039 -222.08950163 ... -215.76649322
  -216.0976237  -219.75962579]
 [-237.88656127 -279.59860375 -222.0894913  ... -216.59512441
  -216.91687149 -219.78976376]
 [-237.93705848 -280.75035836 -222.06741341 ... -216.76602893
  -217.04974595 -220.2245174 ]
 ...
 [-203.60345221 -196.59231682 -196.42052733 ... -187.91681525
  -186.99944214 -189.3637257 ]
 [-212.30997634 -197.43328536 -199.17981253 ... -189.46531014
  -192.28925585 -195.59875685]
 [-244.16009185 -206.50999445 -206.8478299  ... -196.0157054
  -198.14339591 -199.20453204]]","[[ -93.14960232  -72.74472213  -16.50224058 ...  -37.13427759
   -18.40631719  -80.52577011]
 [ -95.6399098   -74.62900185   -0.37391466 ...  -10.55302188
     4.30513583  -63.6571722 ]
 [ -91.01104369  -70.56796448   -1.92183777 ...   -6.72099886
    14.04856346  -50.85121961]
 ...
 [ -18.66123184   76.66210228   68.68312739 ...  -25.00470108
   -50.35704951  -10.79755474]
 [ -33.2409813    55.03972522  105.0298508  ...  -22.14576769
     4.68700924  -98.93210512]
 [ -47.54659762   23.0780064    93.12177023 ... -184.46789657
   -70.95056682  -55.17233291]]","[-24.14579645 -58.04553257  -9.84147989 -51.87682172  -3.10124017
 -65.14632567   8.84618372 -42.18676562  -6.82807344 -53.83393989
  -3.95937103 -16.77430307]"
